7.47 44 7.018 7.449 10 10 8 9 5.464 4.334 5.429 6.277 7.5 6.465 3.563 7.138 7.553 0.483 9.849 7.991 9.046 10 9.267 7.82 4.07 7.052 5.743 8.138 6.941 10
7 75 5.853 9.027 8.692 10 8 9 5.198 3.144 4.096 5.131 8.333 5.493 5.545 9.532 4.879 0.963 8.112 6.756 8.978 10 7.747 8.1 5.516 7.121 5.851 0.691 3.271 10
7.18 63 7.324 9.883 6.091 8 8 8 7.618 4.205 4.183 4.697 6.667 4.728 5.171 7.207 4.475 0.926 8.778 8.215 8.124 10 7.933 7.42 5.201 6.852 4.611 6.361 5.486 10
7.58 35 5.059 7.169 9.69 6 6 6 6.787 5.046 5.396 5.701 6.667 7.852 6.553 8.153 6.256 0.963 9.086 9.541 9.56 10 9.58 7.34 0 5.64 5.123 9.057 7.09 10
6.72 90 0.265 7.748 6.372 10 10 10 2.355 5.499 5.121 5.19 8.333 7.528 5.057 8.947 6.264 0.63 8.882 3.233 9.434 10 9.64 9.06 7.894 8.865 4.874 7.637 6.255 10
7.88 14 5.241 6.368 9.99 9 3 6 9.169 6.067 5.155 5.878 8.333 7.983 5.526 9.002 5.628 1 9.049 7.248 9.55 10 9.633 8.9 6.106 8.213 6.213 8.639 7.426 10
7.69 28 5.37 6.062 8.15 10 4 7 10 5.928 5.216 5.782 8.333 6.877 6.77 9.69 5.396 1 8.725 8.154 8.634 10 9.633 8.9 6.106 8.213 5.744 8.764 7.254 10
6.37 111 6.8 9.978 9.838 9 7 8 8.209 2.931 3.211 4.207 1.667 4.428 2.424 5.216 2.948 0.862 8.966 9.466 8.728 5 8.643 7.64 7.262 7.849 4.564 7.009 5.786 10
6.09 124 7.674 9.808 0.647 8 5 6.5 6.095 4.918 4.692 4.714 6.667 5.419 4.354 8.039 4.897 0.926 7.87 7.771 5.746 5 8.733 7.46 5.58 7.258 5.091 4.629 4.86 8.742
6.63 95 5.382 8.453 2.219 8 8 8 4.51 4.795 5.736 5.401 8.333 6.128 5.67 8.651 6.52 0.667 8.874 7.455 9.668 0 9.813 8.7 2.278 6.93 6.32 8.743 7.531 10
6.06 126 6.482 9.884 9.823 5 2 3.5 7.75 3.939 3.897 4.347 5.139 5.56 2.632 5.507 4.113 0.793 8.154 8.401 8.914 0 8.173 7.62 7.287 7.693 4.373 5.986 5.18 10
7.97 11 7.265 8.516 7.427 10 8 9 8.285 5.725 5.658 6.373 5 4.658 4.604 6.232 5.92 1 9.484 9.023 9.23 10 9.76 9.78 8.469 9.336 6.344 8.702 7.523 10
6.82 85 7.182 6.624 8.567 8 4 6 6.668 4.553 4.06 5.13 6.111 4.285 4.908 6.859 3.29 1 8.707 9.523 9.178 5 9.8 8.44 2.606 6.949 5.725 8.555 7.14 10
6.82 85 7.297 6.349 10 10 4 7 6.436 3.802 3.779 4.77 6.667 6.863 6.187 9.591 3.402 0.926 8.277 8.613 9.072 5 9.233 9.08 7.7 8.671 5.602 5.296 5.449 10
6.46 105 4.618 7.043 9.524 5 3 4 6.852 4.285 4.35 5.397 6.667 6.819 5.17 6.927 6.131 0.828 9.817 8.984 9.744 0 9.133 7.42 1.847 6.134 6.431 8.243 7.337 10
5.75 133 5.279 9.022 3.99 7 5 6 4.932 3.849 3.999 4.367 6.667 5.333 0 6.732 3.607 0.963 7.579 8.252 9.582 0 8.887 7.98 7.051 7.972 5.297 6.843 6.07 10
5.33 142 4.694 10 6.16 8 5 6.5 3.492 2.911 2.97 3.498 2.5 4.673 1.871 5.498 3.291 0.927 7.614 8.519 9.706 0 7.86 8.88 7.312 8.017 4.949 6.383 5.666 10
6.66 94 3.606 8.853 10 6 6 6 5.324 5.719 5.488 5.604 10 7.538 4.823 4.443 5.063 1 9.204 8.765 8.692 0 1.68 8.48 5.197 5.119 5.493 6.82 6.156 10
7.73 25 0.471 2.874 8.569 3 3 3 7.556 7.142 7.319 7.148 10 8.513 6.319 7.948 8.495 1 9.017 9.572 9.51 10 9.633 8.9 6.106 8.213 6.837 9.203 8.02 10
8.43 3 4.441 5.948 6.78 7 7 7 7.935 7.717 7.451 6.002 10 8.024 7.184 9.948 9.06 1 9.497 9.172 9.824 10 8.86 9.6 8.96 9.14 7.832 8.764 8.298 10
7.31 56 7.291 10 8.66 8 8 8 6.145 2.812 3.835 4.384 5 5.422 5.754 7.43 4.813 0.897 7.707 7.691 8.562 10 9.54 8.86 7.036 8.479 4.373 7.155 5.764 10
7.07 68 5.838 4.554 6.321 10 7 8.5 8.222 3.731 3.989 5.164 1.7 5.128 4.163 8.329 5.663 0.963 9.447 8.953 9.336 5 9.54 8.6 6.528 8.223 5.534 8.472 7.003 10
7.72 26 1.618 5.134 9.376 7 4 5.5 6.486 7.697 7.318 7.322 10 8.93 8.126 9.122 8.407 1 9.977 7.926 9.858 10 9.893 8.4 0 6.098 5.901 9.057 7.479 10
6.87 81 0 8.451 0 10 10 10 3.587 5.309 6.162 5.474 8.333 6.679 4.194 8.711 7.967 0.586 8.791 2.013 9.418 10 9.433 9.06 7.142 8.545 6.738 8.764 7.751 10
6.02 127 8.441 9.234 6.342 10 10 10 5.969 4.729 3.529 4.415 2.5 5.698 3.777 6.524 3.001 0.741 8.33 7.692 8.062 0 7.813 7.3 5.572 6.895 5.282 7.28 6.281 10
7.5 42 7.441 8.556 7.346 9 4 6.5 7.873 4.039 4.564 5.176 8.264 5.821 2.257 8.686 6.183 0.963 9.411 7.252 8.86 10 8.937 8.6 6.024 7.854 5.833 8.764 7.298 10
7.1 67 7.529 9.227 8.903 10 7 8.5 9.457 3.272 3.566 4.571 2.5 4.482 4.594 8.506 2.007 1 8.44 8.735 9.264 10 8.96 7.98 6.728 7.889 5.501 5.86 5.681 9.52
7.74 24 7.735 9.639 8.242 8 4 6 7.869 4.207 3.997 4.735 7.5 5.452 4.542 8.792 2.979 1 8.843 9.159 9.27 10 9.62 9.26 8.135 9.005 5.467 8.097 6.782 10
7.25 59 8.118 9.256 10 7 7 7 8.649 4.292 4.184 5.789 5 5.143 3.71 7.685 4.612 0.828 9.187 9.126 9.366 10 7.18 8.76 6.875 7.605 5.661 8.033 6.847 10
7.36 50 5.118 5.555 4.179 7 4 5.5 7.699 6.035 5.242 5.867 10 7.3 4.574 9.207 5.124 0.963 9.311 9.651 9.25 10 9.633 8.9 6.106 8.213 5.319 7.865 6.592 10
7.57 36 5.382 3.795 9.831 5 2 3.5 7.57 6.285 5.363 6.033 10 7.818 4.776 7.582 7.079 1 9.769 9.657 9.446 10 9.633 8.9 6.106 8.213 7.071 8.095 7.583 10
7.63 30 6.144 6.451 9.277 10 4 7 7.266 4.458 4.219 5.497 8.333 6.144 4.05 9.096 4.406 1 9.194 8.99 9.334 10 9.633 8.9 6.106 8.213 4.586 8.263 6.424 10
6.6 97 4.156 5.342 10 10 4 7 4.231 3.19 3.586 4.581 6.806 5.395 5.683 9.551 3.412 0.963 8.129 7.404 8.986 10 0 8 5.44 4.48 4.634 7.009 5.821 10
7.26 58 7.379 8.185 1.153 8 5 6.5 5 3.961 4.948 5.659 8.3 6.725 4.475 9.707 8.058 0.931 9.169 7.69 8.746 10 8.12 7.44 5.238 6.933 5.783 6.111 5.947 10
5.7 135 6.324 10 5.624 0 0 0 6.875 3.919 4.48 5.224 3.889 5.803 2.788 2.698 5.895 0.759 9.363 9.03 9.716 0 7.273 7.62 7.287 7.393 5.439 8.284 6.862 10
6.24 116 8.802 10 4.894 8 5 6.5 6.274 3.914 3.724 4.674 4.167 5.863 4.792 5.151 4.726 0.821 7.985 8.136 7.426 5 8.64 7.62 7.144 7.801 6.026 6.195 6.111 10
8.44 2 6.121 8.753 9.496 10 10 10 3.836 5.801 7.281 7.09 8.333 7.562 7.758 8.943 8.762 0.963 8.432 8.606 9.094 10 10 9.96 5.309 8.423 7.61 9.412 8.511 10
7.63 30 4.893 4.303 9.78 10 3 6.5 8.87 4.316 4.316 5.516 10 6.848 4.534 9.688 4.355 1 9.82 9.562 8.918 10 9.633 8.9 6.106 8.213 6.003 7.74 6.872 10
7.17 64 4.026 4.031 8.254 4 1 2.5 7.324 5.238 4.887 5.819 9.167 7.408 5.114 7.273 6.602 0.926 9.279 9.232 9.48 10 9.633 8.9 6.106 8.213 5.908 7.949 6.928 10
6.87 81 4.471 8.205 4.254 6 5 5.5 7.448 6.246 5.788 6.555 8.333 5.541 4.963 7.56 4.586 1 9.261 9.225 8.918 5 8.66 8.48 3.646 6.929 6.158 7.512 6.835 10
7.62 32 4.294 4.425 10 4 4 4 8.717 5.731 5.746 6.208 8.333 8.01 5.873 7.43 8.249 1 9.952 9.517 9.51 10 9.633 8.9 6.106 8.213 6.158 8.764 7.461 10
6.59 99 8.685 9.288 9.773 9 8 8.5 5.02 4.383 5.044 5.326 3.333 4.783 3.615 7.341 4.911 1 9.138 8.339 8.492 0 6.787 8.02 3.981 6.262 5.002 7.426 6.214 10
7.77 22 1.265 4.342 8.948 2 0 1 8.35 7.556 7.428 7.208 9.167 8.711 6.726 8.057 8.223 1 9.43 9.627 9.822 10 9.633 8.9 6.106 8.213 6.521 9.035 7.778 10
8.34 4 6.418 6.026 10 8 6 7 10 7.624 7.309 7.358 10 7.793 6.909 9.599 8.756 1 8.102 9.636 9.866 10 9.48 8.7 0 6.06 4.878 8.994 6.936 10
6.39 109 8.809 9.063 0.021 10 7 8.5 3.281 3.64 3.158 4.734 5.8 6.358 5.675 7.953 8.361 0.926 9.205 6.912 8.834 10 9.187 8.44 7.754 8.46 6.098 0.504 3.301 10
6.6 97 7.665 10 6.966 8 3 5.5 6.181 4.363 4.089 4.874 6.667 7.104 4.982 7.236 4.124 0.889 8.09 9.285 6.8 5 8.773 7.42 5.15 7.114 4.428 6.72 5.574 10
6.51 101 4.791 9.438 8.049 7 7 7 6.895 4.75 4.557 4.454 3.333 5.166 5.744 7.891 4.234 0.926 8.878 9.496 9.398 0 9.547 8.04 4.865 7.484 5.832 8.179 7.006 10
6.28 114 5.441 6.148 5.814 7 4 5.5 7.199 4.192 4.737 5.781 6.667 7.158 4.816 7.258 4.884 0.793 8.723 9.525 8.9 0 8.833 6.9 5.164 6.966 5.13 8.013 6.572 10
7.03 72 6.3 6.206 10 7 7 7 7.283 4.478 4.803 5.607 3.333 5.916 5.143 8.572 5.025 0.926 8.162 8.971 8.222 10 9.567 8.08 1.322 6.323 5.125 8.2 6.663 10
7.31 56 9.176 9.906 10 8 4 6 6.67 3.691 4.261 4.81 3.333 5.917 3.897 8.257 4.572 0.889 8.244 6.778 7.196 10 8.667 7.44 5.238 7.115 5.247 5.589 5.418 10
6.2 118 5.456 4.418 9.916 10 4 7 6.398 3.185 3.138 4.01 8.333 5.953 4.727 8.525 3.055 0.929 8.906 6.881 9.888 0 9.427 9.1 7.426 8.651 4.748 5.985 5.366 10
7.49 43 5.044 8.981 2.823 10 10 10 4.515 5.067 6.117 6.071 8.333 6.039 6.54 9.755 8.42 0.586 9.457 5.221 9.868 10 10 9.06 7.387 8.816 7.55 9.141 8.345 10
8.1 8 4.603 5.638 9.387 5 1 3 9.211 7.545 7.061 7.081 10 7.628 6.373 8.049 7.786 1 9.837 9.751 9.436 10 9.633 8.9 6.106 8.213 6.493 9.119 7.806 10
8.15 6 6.294 6.033 8.048 8 7 7.5 10 6.829 6.596 6.306 6.667 8.019 7.154 8.656 7.796 1 7.954 9.754 9.586 10 9.547 9.32 6.45 8.439 5.771 9.349 7.56 10
7.44 47 6.912 6.076 9.332 9 8 8.5 5.751 6.811 5.6 6.319 5.833 5.798 3.173 6.419 4.892 1 9.029 9.321 8.38 10 8.627 7.9 6.808 7.778 5.805 7.824 6.814 10
5.08 148 6.603 10 9.435 5 5 5 3.749 3.245 3.328 3.225 3.333 4.995 2.375 6.756 3.41 0.963 6.829 5.47 9.216 0 6.193 6.64 0.317 4.383 6.399 1.287 3.843 10
7.51 39 8.147 7.235 8.338 10 7 8.5 8.223 3.662 4.078 4.553 8.333 5.285 5.356 5.629 5.072 0.963 9.982 9.81 9.31 10 8.572 9 7.78 8.451 5.755 7.448 6.601 10
5.25 146 2.756 7.602 6.419 10 9 9.5 3.319 3.103 3.055 3.773 3.333 4.538 3.151 5.504 4.225 0.963 5.756 4.625 7.306 5 9.107 8.54 7.314 8.32 4.708 3.33 4.019 10
5.85 134 5.959 5.758 8.381 7 1 4 7.049 3.798 3.577 4.356 7.5 5.064 4.508 6.66 3.088 0.963 8.608 9.249 5.438 5 4.113 7.28 6.138 5.844 2.038 7.201 4.62 8.987
7.72 26 7.829 8.085 9.762 10 8 9 8.267 3.273 4.114 5.534 5.833 5.31 6.747 9.802 4.646 1 9.421 8.705 8.47 10 9.113 9.44 8.108 8.887 4.985 7.951 6.468 10
8.1 5 4.441 6.858 10 6 5 5.5 9.188 7.491 6.86 6.699 10 8.309 6.832 8.229 8.441 1 9.085 9.22 9.322 10 9.32 9.44 7.648 8.803 7.755 8.91 8.333 10
7.8 19 4.206 3.349 10 4 3 3.5 7.631 6.661 6.861 7.229 10 8.644 7.314 8.091 8.313 1 9.259 9.738 9.346 10 9.658 8.94 6.226 8.275 6.472 8.994 7.733 10
5.97 129 5.471 8.38 0 8 4 6 3.894 2.877 3.713 4.95 5.833 5.007 7.554 9.628 4.997 0.923 8.783 3.607 8.43 5 9.34 8.2 6.58 8.04 4.828 4.606 4.717 10
7.29 54 4.059 9.302 8.38 10 10 10 1.758 4.279 5.405 5.768 5 6.899 4.786 8.527 7.598 0.537 8.865 5.391 9.928 10 9.513 8.98 6.675 8.389 7.255 8.306 7.78 10
6.16 119 9.647 9.619 8.808 9 9 9 5.536 3.412 3.844 4.89 4.167 4.468 1.154 3.134 3.272 0.815 8.485 9.611 7.858 0 6.293 7.12 6.371 6.595 5.334 5.945 5.64 10
6.64 94 1.909 6.779 10 7 3 5 6.662 7.318 6.318 6.657 5 6.36 3.803 4.709 8.115 0.872 9.514 7.994 8.114 0 8.34 7.86 5.378 7.193 5.774 8.91 7.342 10
7.58 36 2.471 2.234 10 2 0 1 8.17 6.576 6.209 6.717 10 7.824 6.917 4.616 7.916 1 9.514 9.861 9.294 10 9.658 8.94 6.226 8.275 7.318 8.848 8.083 10
7 73 5.526 5.117 6.715 10 3 6.5 7.158 4.221 4.35 4.694 8.3 5.971 3.915 7.785 6.444 0.963 9.446 8.66 9.266 5 10 8.68 6.304 8.328 5.277 8.095 6.686 10
7.24 58 2.765 7.164 5.83 9 9 9 5.181 6.649 6.182 6.034 9.167 6.485 3.523 8.021 6.609 0.963 9.492 6.017 8.224 10 4.32 8.46 4.918 5.899 6.053 5.59 5.822 10
6.68 92 4.803 7.209 10 8 8 8 7.056 5.323 4.848 5.989 6.667 5.076 4.124 8.503 5.746 0.963 9.761 9.378 8.672 5 8.167 7.26 6.054 7.16 4.856 8.013 6.435 9.731
7.6 34 5.765 5.302 9.297 10 5 7.5 8.065 4.537 4.263 4.718 8.333 5.258 4.768 8.763 4.045 0.962 9.461 8.643 9.156 10 9.658 8.94 6.226 8.275 4.766 7.342 6.054 10
5.98 128 7.362 9.567 8.352 5 4 4.5 6.005 2.692 3.458 4.716 5 3.86 5.084 3.242 4.76 0.759 8.765 8.939 9.412 0 3.84 6.44 6.226 5.502 5.904 6.675 6.29 10
8.08 6 3.765 7.049 9.114 6 6 6 7.562 7.548 7.123 6.747 10 8.38 6.407 8.561 8.653 1 8.49 8.584 9.418 10 9.773 9.1 0.856 6.576 5.883 8.891 7.387 10
7.95 12 6.941 8.044 10 7 7 7 8.455 6.704 6.528 6.546 7.5 7.374 5.68 8.987 8.431 0.897 8.344 7.849 9.332 10 9.78 8.8 9.832 9.471 7.398 8.158 7.778 10
6.07 125 3.894 8.294 3.14 6 6 6 2.945 3.497 4.533 5.486 5 4.967 5.865 8.269 5.778 0.963 9.093 8.582 8.918 5 9.333 8.08 6.966 8.127 5.354 6.905 6.129 10
6.77 86 6.768 8.595 3.651 7 2 4.5 8.184 4.729 4.236 4.511 3.333 4.694 3.42 9.059 5.273 0.963 9.036 9.252 9.318 5 8.54 8.32 6.875 7.912 4.499 8.179 6.339 9.004
7.74 24 5.382 9.429 10 9 4 6.5 7.384 6.525 5.374 5.659 10 6.441 3.524 8.504 6.347 0.926 9.54 8.844 9.024 10 8.98 8.92 6.306 8.069 5.14 8.2 6.67 10
5.63 137 7.568 9.679 5.927 3 2 2.5 7.821 3.484 3.31 3.923 2.5 4.929 2.466 4.259 2.972 0.793 8.23 8.782 9.018 0 6.173 7.62 7.287 7.027 4.196 5.945 5.071 10
