5.29 147 8.341 9.411 1.906 7 3 5 3.742 3.266 4.076 4.55 1.667 5.878 5.547 7.012 4.635 0.811 8.657 4.692 8.522 0 6.253 6.54 5.294 6.029 4.777 0.994 2.885 10 1.657 0 0.221 0.626 2 10 5 5.667 6.667 4.986
7.82 24 2.665 3.667 8.489 4 3 3.5 6.446 7.742 7.578 7.595 10 8.532 6.827 8.08 9.553 1 8.814 9.556 9.792 10 9.817 8.94 6.544 8.434 8.13 9.124 8.627 10 10 3.077 7.744 6.94 10 8.612 10 9.537 3.9 4.491
7.57 42 2.835 2.433 9.428 5 2 3.5 7.445 6.272 6.543 6.562 9.167 7.869 5.966 7.069 7.214 0.946 9.227 9.836 9.898 10 9.817 8.94 6.544 8.434 7.135 9.963 8.549 10 10 5.385 7.744 7.709 8 8.001 10 8.667 2.233 3.03
5.54 144 2.912 9.019 8.847 5 2 3.5 4.363 3.568 3.829 5.075 3.333 5.18 2.916 4.602 4.215 0.795 9.204 5.629 9.069 0 6.367 6.46 6.106 6.311 5.479 3.304 4.391 10 1.657 1.538 0.221 1.139 5 10 9 8 8.333 3.984
7.18 72 8.674 9.58 4.995 8 8 8 5.846 3.333 4.505 5.064 3.333 5.555 5.094 6.254 6.036 0.949 8.935 9.141 8.811 10 5.24 7.18 7.011 6.477 6.564 4.518 5.541 10 10 7.692 10 9.231 8 1.625 9 6.208 10 6.38
8.27 6 7.176 6.931 8.81 10 10 10 7.461 4.88 5.203 5.363 10 7.235 7.375 9.948 7.279 1 8.816 8.24 9.386 10 9.793 9.7 8.278 9.257 7.413 8.08 7.747 10 10 6.154 9.514 8.556 10 8.853 10 9.618 6.667 7.389
7.93 17 4.071 3.138 10 5 5 5 10 7.305 7.16 6.641 10 7.952 7.304 7.061 8.186 1 8.862 9.749 9.819 10 9.813 8.94 6.544 8.433 6.835 9.175 8.005 10 10 3.077 7.744 6.94 5 10 10 8.333 5.567 2.48
6.31 117 7.921 9.638 10 9 5 7 6.903 5.327 4.589 5.424 5 5.567 3.108 8.769 5.139 0.974 6.318 9.163 6.901 0 7.287 7.42 7.162 7.29 6.799 0.687 3.743 10 0 3.846 2.544 2.13 8 3.7 10 7.233 8.9 4.655
7.09 75 5.279 4.002 4.416 4 1 2.5 6.105 5.289 4.633 5.567 8.333 7.444 3.313 8.011 5.628 1 9.84 9.241 9.738 10 9.817 8.94 6.544 8.434 6.859 9.423 8.141 10 10 3.077 7.744 6.94 10 7.65 10 9.217 5.567 3.385
7.8 27 8.465 9.879 10 10 9 9.5 9.226 4.154 3.565 5.369 6.667 4.988 3.39 8.33 3.18 0.946 9.509 9.527 9.316 10 9.407 8.88 7.514 8.6 6.067 6.622 6.345 10 10 7.692 8.739 8.811 10 9.426 9 9.475 4.433 5.276
7.29 59 7.059 10 10 9 9 9 9.835 3.983 4.093 4.993 5.625 4.047 2.861 7.711 3.655 0.872 9.233 8.844 8.774 10 9.513 8.86 7.013 8.462 6.174 4.078 5.126 10 1.657 2.308 8.629 4.198 10 7.01 9 8.67 0 4.338
8.85 1 8.076 9.436 8.278 10 10 10 6.61 7.443 7.499 7.312 8.333 7.787 5.357 6.949 8.685 1 8.989 9.427 9.114 10 9.994 10 10 9.998 9.188 9.266 9.227 10 10 6.923 10 8.974 10 10 10 10 10 7.936
7.5 46 3.338 5.432 7.405 10 3 6.5 5.005 5.367 4.939 5.153 10 6.605 5.538 8.045 5.245 1 8.077 9.93 9.952 10 9.817 8.94 6.544 8.434 7.323 9.963 8.643 10 10 3.846 7.744 7.197 8 9.013 10 9.004 7.233 4.911
7.25 63 2.541 7.766 9.604 4 3 3.5 6.885 7.189 7.001 6.821 10 8.64 6.263 8.75 8.549 1 9.999 9.231 9.593 0 9.8 8.94 2.792 7.177 5.265 8.769 7.017 10 1.657 0.769 7.744 3.39 5 10 10 8.333 5.567 7.412
6.17 123 7.285 8.613 7.639 8 8 8 6.733 5.36 4.917 4.969 6.667 6.538 3.672 6.646 4.715 0.8 9.957 8.901 8.729 0 7.947 7.3 3.25 6.166 5.684 1.716 3.7 10 1.657 0 0.332 0.663 2 7.618 10 6.539 6.667 3.713
7.08 76 7.565 8.844 10 8 7 7.5 6.499 4.766 4.56 5.554 4.167 5.69 3.083 5.932 5.22 0.923 9.079 9.256 8.721 10 9.433 8.62 6.164 8.072 6.685 3.975 5.33 10 4.164 1.538 8.297 4.667 5 9.301 10 8.1 1.1 5.543
5.14 150 6.426 7.989 7.174 7 7 7 2.843 3.405 3.63 5.12 7.5 5.917 4.313 7.768 5.055 0.564 6.243 5.45 6.556 10 7.52 4.68 0 4.067 4.869 0 2.434 4.141 2.83 0.833 0.443 1.368 0 9.606 5 4.869 8.9 3.731
8.2 7 3.732 5.907 10 5 3 4 8.168 7.393 6.997 7.269 10 8.72 4.966 8.583 8.52 1 9.134 9.424 9.961 10 9.817 8.94 6.544 8.434 7.818 9.083 8.45 10 10 7.692 8.85 8.847 8 8.364 10 8.788 8.9 4.664
7.5 46 3.241 6.96 10 5 5 5 6.609 5.998 6.026 6.225 4.167 7.634 4.607 5.741 5.191 0.946 8.685 9.51 9.905 10 9.733 9.08 5.805 8.206 7.378 7.33 7.354 10 10 6.154 9.846 8.667 10 10 10 10 8.9 5.334
7.68 35 4.638 3.341 10 4 1 2.5 9.524 5.051 4.382 5.688 10 6.883 4.048 8.251 6.412 1 9.431 9.796 9.952 10 9.813 8.94 6.544 8.433 6.313 9.963 8.138 10 10 6.923 7.744 8.222 10 8.345 10 9.448 5.567 2.451
7.51 44 7.409 8.316 10 9 5 7 7.97 5.943 4.676 5.815 10 5.292 3.754 6.438 4.274 0.914 7.195 9.224 8.342 10 7.933 8.3 5.376 7.203 6.884 3.992 5.438 10 6.994 0 10 5.665 10 9.654 9 9.551 8.9 5.128
7.78 29 4.3 4.07 7.917 4 4 4 9.625 7.241 6.906 7.375 8.333 8.059 6.415 7.848 8.286 0.946 9.305 9.379 9.45 10 9.627 9.16 3.482 7.423 5.376 8.129 6.752 10 10 8.462 7.08 8.514 8 6.564 9 7.855 8.9 3.28
7.49 48 7.312 7.8 9.038 10 8 9 5.942 4.465 5.416 6.252 7.5 6.506 3.563 6.645 7.136 0.513 9.301 9.238 9.422 10 9.24 7.96 4.084 7.095 6.018 7.383 6.701 10 10 6.154 10 8.718 10 3.004 10 7.668 8.9 3.978
7.05 80 6.441 8.613 7.808 10 8 9 4.724 3.408 4.218 4.997 8.333 5.478 5.67 9.882 4.693 0.784 9.953 7.319 8.656 10 5.36 8.28 6.285 6.642 4.536 4.882 4.709 10 1.657 2.308 1.659 1.875 8 10 10 9.333 10 6.679
7.2 69 7.441 9.854 7.194 8 8 8 6.883 4.282 4.681 4.844 6.667 4.525 5.171 7.467 4.785 0.946 8.903 8.416 8.625 10 7.733 7.44 5.187 6.787 4.758 5.219 4.988 10 6.994 3.846 3.761 4.867 10 4.911 9 7.97 6.667 5.946
7.58 40 4.991 7.27 10 6 5 5.5 6.707 5.146 5.61 5.664 6.667 7.78 6.803 8.201 6.043 0.919 9.011 9.487 9.746 10 9.593 7.34 0 5.644 5.862 9.568 7.715 10 7.17 6.154 10 7.775 8 10 10 9.333 5.567 3.548
6.6 101 0.591 7.189 5.817 10 10 10 2.82 5.479 5.109 4.813 8.333 7.25 5.069 8.91 5.669 0.514 8.57 5.225 9.418 10 9.58 9.06 7.894 8.845 5.916 2.679 4.298 10 6.994 3.077 6.195 5.422 10 10 10 10 10 5.138
8.11 10 5.203 6.278 9.591 9 4 6.5 9.226 6.437 5.201 6.129 8.333 7.862 5.526 9.031 6.069 1 8.437 8.84 9.878 10 9.813 8.94 6.544 8.433 7.529 9.416 8.472 10 10 6.923 7.744 8.222 8 9.202 10 9.067 5 5.195
7.08 76 8.079 7.527 10 10 8 9 6.902 3.521 3.738 5.152 3.333 5.975 3.159 7.418 2.934 0.784 9.806 9.199 9.85 10 9.133 8.86 5.349 7.781 5.852 2.239 4.046 10 6.994 1.538 9.293 5.942 10 0 10 6.667 5.567 4.806
6.57 103 2.594 8.893 1.545 8 8 8 7.541 6.066 4.451 5.535 5 4.715 3.928 6.426 6.108 0.886 8.391 8.589 8.932 5 5.793 8.48 5.592 6.622 4.891 9.743 7.317 10 1.657 2.308 5.089 3.018 10 9.115 10 9.705 6.667 4.883
8.12 9 5.529 6.402 9.25 10 4 7 10 6.059 5.298 5.818 8.333 6.845 6.77 9.69 5.512 1 8.426 9.234 9.979 10 9.813 8.94 6.544 8.433 6.353 9.722 8.038 10 6.994 3.846 7.744 6.195 10 9.578 10 9.859 8.333 4.43
6.43 111 6.538 9.907 7.058 10 7 8.5 8.708 3.473 3.321 4.285 1.667 4.628 2.958 5.086 3.01 0.718 8.894 9.488 8.784 5 8.693 7.66 7.286 7.88 5.415 4.617 5.016 10 4.164 0.769 10 4.978 10 8.123 5 7.708 0 5.458
5.95 131 7.824 9.293 3.419 8 4 6 6.353 5.049 4.422 4.924 6.25 5.35 4.755 8.104 4.941 0.943 7.07 6.005 5.113 5 8.547 7.48 5.162 7.063 5.094 3.392 4.243 7.754 1.657 1.538 7.08 3.425 8 4.414 7 6.471 3.333 4.954
7.36 56 5.797 8.71 3.995 8 8 8 3.965 5.094 5.953 5.442 8.333 6.27 5.623 8.67 6.887 0.676 8.991 9.029 9.371 10 9.8 8.78 2.826 7.135 5.565 8.84 7.203 10 4.164 0.769 10 4.978 10 8.767 10 9.589 10 5.282
5.77 139 6.75 10 0 5 1 3 7.213 4.466 4.117 4.765 4.167 5.515 2.632 5.54 4.704 0.667 8.862 9.055 9.821 0 7.927 7.62 7.287 7.611 4.617 5.487 5.052 10 1.657 0.769 10 4.142 8 7.825 5 6.942 4.433 5.563
7.82 24 6.888 8.361 6.971 10 8 9 7.156 5.675 5.703 6.326 5 4.686 4.642 6.251 5.895 0.973 9.324 9.642 9.356 10 9.813 9.8 8.644 9.419 6.828 7.909 7.369 10 6.994 4.615 10 7.203 8 7.663 10 8.554 5.567 4.201
7 83 7.168 6.319 8.662 8 8 8 8.366 4.538 3.869 5.079 5.625 4.487 4.953 7.12 3.035 1 8.64 9.413 9.196 5 9.78 8.5 4.39 7.557 6.409 8.47 7.439 10 6.994 1.538 7.301 5.278 8 7.671 9 8.224 6.667 3.628
6.86 89 7.724 6.508 10 10 4 7 5.232 4.128 3.681 4.804 6.667 6.462 4.318 9.6 3.483 0.757 8.376 8.978 8.982 5 9.28 9.08 7.663 8.674 5.443 8.809 7.126 10 1.657 0.769 6.527 2.984 10 9.085 10 9.695 5.567 4.355
6.4 113 4.471 7.294 9.148 5 3 4 7.149 4.331 4.433 5.253 6.667 6.651 5.17 7.494 6.441 0.769 9.905 9.587 9.913 0 9.273 7.76 3.594 6.876 5.152 4.424 4.788 10 1.657 0.769 7.412 3.279 8 8.26 8 8.087 0 4.863
5.6 143 3.844 9.022 2.243 7 5 6 6.573 3.858 3.924 4.136 6.667 5.582 0 7.502 3.103 0.946 8.337 8.166 9.488 0 8.733 7.98 7.051 7.921 5.078 6.198 5.638 10 1.657 0 0.885 0.847 10 3.194 10 7.731 3.333 3.97
5.71 141 2.435 9.989 9.714 9 9 9 3.923 2.907 3.168 3.835 2.5 4.749 1.871 6.717 3.095 0.927 8.07 9.484 8.905 0 8.8 8.88 7.312 8.331 4.978 2.515 3.746 10 0 0 0 0 0 7.674 10 5.891 10 5.219
6.63 98 3.294 7.85 7.962 7 7 7 6.099 5.863 5.572 5.577 10 7.69 4.823 4.514 4.798 1 8.722 9.282 8.93 0 1.473 8.48 5.44 5.131 6.197 5.269 5.733 10 1.657 0.769 5.753 2.726 10 7.779 10 9.26 10 2.377
6.66 95 8.265 9.47 8.412 7 7 7 5.859 4.313 3.678 4.829 10 8.181 5.686 8.328 4.719 0.829 8.535 8.839 8.326 0 5.587 7.54 5.67 6.266 4.677 7.029 5.853 10 1.657 0 10 3.886 8 10 7 8.333 3.333 3.767
7.82 24 0.988 3.431 8.734 3 3 3 6.62 7.245 7.331 7.293 10 8.484 6.32 7.948 8.382 1 9.486 9.908 9.805 10 9.813 8.94 6.544 8.433 7.34 9.963 8.651 10 10 8.462 7.744 8.735 5 9.218 10 8.073 6.667 3.298
8.46 3 4.582 6.306 7.042 7 7 7 7.935 7.709 7.474 6.089 10 8.037 7.184 9.948 9.144 1 8.849 9.149 9.819 10 8.88 9.6 8.96 9.147 8.742 8.718 8.73 10 10 6.923 7.744 8.222 10 9.699 10 9.9 8.9 4.143
7.29 59 6.982 10 7.988 8 8 8 7.189 2.237 3.329 4.339 4.236 5.42 4.925 7.26 4.498 0.897 8.072 8.665 8.793 10 9.6 8.86 7.013 8.491 4.384 5.283 4.833 10 10 5.385 10 8.462 10 9.433 9 9.478 6.667 5.49
7.14 74 5.974 5.572 6.452 10 7 8.5 7.602 3.321 4.38 5.034 1.7 4.637 4.163 8.348 5.863 0.892 8.992 9.328 9.944 5 9.547 8.62 6.495 8.22 6.027 9.596 7.812 10 4.487 3.077 8.518 5.361 10 8.561 10 9.52 6.1 5.092
7.73 30 1.506 5.32 8.882 7 4 5.5 6.658 7.909 7.449 7.344 10 8.889 8.002 9.122 8.437 1 9.949 8.975 9.595 10 9.9 8.46 0 6.12 5.1 7.226 6.163 10 10 4.615 7.744 7.453 10 10 10 10 3.9 3.21
6.95 85 0 8.135 0 10 10 10 3.587 4.834 5.614 5.186 8.333 6.679 4.194 8.711 7.603 0.59 8.982 6.328 9.797 10 9.627 9.06 7.612 8.766 7.31 6.77 7.04 10 10 5.385 7.301 7.562 10 9.495 10 9.832 8.9 5.406
5.77 139 8.291 9.219 7.345 8 8 8 4.757 4.499 3.532 4.169 2.708 5.401 3.426 6.59 3.069 0.703 8.397 7.896 8.562 0 7.933 7.32 5.605 6.953 5.052 2.564 3.808 10 1.657 0.769 0.774 1.067 8 6.308 10 8.103 1.1 5.455
7.72 32 6.956 8.556 8.983 9 4 6.5 9.149 3.837 4.358 5.114 8.333 5.812 2.986 8.786 5.885 0.946 9.847 7.658 9.472 10 9.573 8.64 6.083 8.099 5.585 8.899 7.242 10 10 10 10 10 8 7.588 10 8.529 2.233 3.546
7.02 82 7.253 9.11 9.204 10 7 8.5 7.596 3.49 3.465 5.035 2.5 4.529 4.594 8.506 2.09 1 9.011 8.967 8.994 10 9.02 8 6.76 7.927 5.568 4.028 4.798 10 4.487 3.846 6.748 5.027 8 9.646 8 8.549 4.433 3.939
7.73 30 6.991 9.553 7.673 8 4 6 8.862 4.288 3.706 4.779 7.5 5.487 4.793 8.792 2.693 1 9.085 9.089 9.355 10 9.553 9.32 8.354 9.076 6.52 5.768 6.144 10 10 8.462 8.961 9.141 8 9.948 9 8.983 3.9 4.095
7.43 51 8.074 9.131 10 7 7 7 8.274 4.68 4.228 5.561 5 5.172 3.683 7.925 4.395 0.892 8.715 9.568 9.179 10 6.82 8.74 7.304 7.621 5.31 5.019 5.165 10 4.487 0.769 10 5.085 8 10 10 9.333 7.767 3.53
7.47 50 4.882 5.545 5.306 7 4 5.5 7.092 6.097 5.508 5.816 10 7.194 4.562 9.278 5.107 0.865 9.351 9.505 9.979 10 9.813 8.94 6.544 8.433 6.38 9.963 8.172 10 4.487 2.308 7.744 4.846 8 8.185 10 8.728 8.9 4.078
7.67 36 5.309 4.522 10 4 1 2.5 7.339 6.563 5.478 6.181 10 7.67 4.752 7.582 7.222 1 9.687 9.632 9.944 10 9.813 8.94 6.544 8.433 7.495 9.963 8.729 10 10 4.615 7.744 7.453 5 7.08 10 7.36 5.567 2.442
7.87 18 6.344 6.718 9.275 10 4 7 6.783 5.42 4.854 5.496 8.333 5.942 4.05 9.181 5.361 1 9.296 9.016 9.786 10 9.813 8.94 6.544 8.433 6.326 9.963 8.144 10 10 8.462 7.744 8.735 8 9.172 10 9.057 3.9 5.203
6.52 105 4.371 4.613 10 10 4 7 3.883 3.414 3.792 4.987 6.667 4.914 5.449 9.651 3.659 0.784 9.042 8.331 8.435 10 0.453 8.32 6.304 5.026 4.331 4.901 4.616 10 7.17 6.154 3.761 5.695 5 9.482 10 8.161 3.9 5.389
7.25 63 6.991 9.453 0 8 5 6.5 4.942 4.308 5.576 5.843 8.3 7.091 4.366 9.362 7.953 0.949 9.162 9.131 9.643 10 8.567 7.46 5.276 7.101 5.787 1.957 3.872 10 7.493 8.462 1.881 5.945 5 7.292 9 7.097 10 5.511
5.99 128 6.897 9.96 6.779 5 5 5 6.704 4.329 4.963 5.296 4.167 6.005 2.788 5.305 6.044 0.641 9.404 9.408 9.784 0 7.44 7.62 7.287 7.449 5.493 6.906 6.2 10 1.657 0.769 4.757 2.394 8 7.088 5 6.696 0 5.134
5.93 133 9.818 10 4.014 8 5 6.5 5.499 3.629 3.484 4.625 4.167 5.709 6.092 5.392 3.992 0.838 8.537 7.008 8.534 5 8.993 7.62 7.144 7.919 6.082 1.143 3.613 10 0 1.667 1.77 1.146 2 1.691 9 4.23 3.333 5.787
8.64 2 5.765 8.854 9.428 10 10 10 3.836 5.728 7.426 7.035 8.333 7.562 7.759 8.962 8.603 0.973 9.442 8.558 9.798 10 10 9.96 10 9.987 8.917 9.117 9.017 10 10 7.692 10 9.231 10 10 10 10 10 8.139
7.69 33 4.412 4.484 8.809 9 2 5.5 8.241 4.502 4.347 5.586 10 6.707 3.329 9.688 4.266 1 9.526 9.715 9.985 10 9.813 8.94 6.544 8.433 8.02 9.963 8.991 10 7.493 5.385 7.744 6.874 10 8.572 9 9.191 6.667 4.376
7.31 58 4.182 4.866 6.779 4 0 2 7.437 5.458 5.072 5.853 9.167 7.465 5.114 8.407 6.554 0.946 9.443 9.672 9.96 10 9.813 8.94 6.544 8.433 7.032 9.963 8.498 10 6.994 3.077 7.744 5.938 5 7.721 10 7.574 2.233 3.388
6.81 90 4.224 8.15 4.56 6 5 5.5 7.851 6.39 5.94 6.716 8.333 4.969 4.963 7.462 4.394 1 8.935 9.487 8.725 5 8.9 8.48 4.71 7.363 6.223 3.659 4.941 10 1.657 0.769 8.297 3.574 10 7.249 10 9.083 5.567 2.482
7.69 33 4.409 4.352 10 4 4 4 7.519 5.644 5.528 5.92 8.333 7.873 5.249 7.759 8.009 1 9.616 9.758 9.971 10 9.813 8.94 6.544 8.433 6.559 9.963 8.261 10 10 3.077 7.744 6.94 10 7.021 10 9.007 2.233 2.852
